CP,Provincia,Localidad
4129,Tucuman,Malvinas
4129,Tucuman,Obraje
4129,Tucuman,Potrero
4129,Tucuman,Punta Del Monte
4129,Tucuman,Quebrada De Lules
4129,Tucuman,San Jenaro
4129,Tucuman,San Pablo
4129,Tucuman,San Rafael
4130,Tucuman,Mercedes
4131,Tucuman,La Reduccion
4132,Tucuman,Agua Azul
4132,Tucuman,Agua Blanca
4132,Tucuman,Arroyo De La Cruz
4132,Tucuman,B Coloradas
4132,Tucuman,Buen Retiro
4132,Tucuman,C Santa Clara
4132,Tucuman,C Santa Lucia
4132,Tucuman,Carrichango
4132,Tucuman,Colonia Acevedo
4132,Tucuman,Colonia Bascary
4132,Tucuman,Colonia Pacara
4132,Tucuman,Colonia Santa Rita
4132,Tucuman,E C Tucumanos
4132,Tucuman,E G Moreira
4132,Tucuman,E Monte Grande
4132,Tucuman,E Velez Sarsfield
4132,Tucuman,El Matadero
4132,Tucuman,El Tropezon
4132,Tucuman,Escuela 100
4132,Tucuman,Escuela 124
4132,Tucuman,Escuela 154
4132,Tucuman,Escuela 160
4132,Tucuman,Escuela 197
4132,Tucuman,Escuela 200
4132,Tucuman,Escuela 206
4132,Tucuman,Escuela 257
4132,Tucuman,Escuela 261
4132,Tucuman,Escuela 298
4132,Tucuman,Escuela 321
4132,Tucuman,Escuela 356
4132,Tucuman,Escuela 373
4132,Tucuman,Escuela 63
4132,Tucuman,Escuela 88
4132,Tucuman,Esquina Norte
4132,Tucuman,Famailla
4132,Tucuman,Finca San Luis
4132,Tucuman,Ing La Fronterita
4132,Tucuman,Invernada
4132,Tucuman,Kilometro 102
4132,Tucuman,Kilometro 108
4132,Tucuman,La Banderita
4132,Tucuman,La Fronterita
4132,Tucuman,La Pinta Y La 40
4132,Tucuman,Las Banderitas
4132,Tucuman,Las Mesadas
4132,Tucuman,Las Ratas
4132,Tucuman,Las Tres Flores
4132,Tucuman,Laureles
4132,Tucuman,Laureles Norte
4132,Tucuman,Laureles Sur
4132,Tucuman,Los Sifones
4132,Tucuman,R Provincial 322
4132,Tucuman,R Provincial 334
4132,Tucuman,R Provincial 380
4132,Tucuman,Ruta Nacional 157
4132,Tucuman,Ruta Nacional 38
4132,Tucuman,S G Del Monte
4132,Tucuman,S J De Buena Vista
4132,Tucuman,San Luis
4132,Tucuman,Sauce Huacho
4132,Tucuman,Sauce Partido
4132,Tucuman,Teniente Berdina
4132,Tucuman,Tres Almacenes
4133,Tucuman,La Banda
4133,Tucuman,Monte Grande
4133,Tucuman,Padilla
4134,Tucuman,Acheral
4134,Tucuman,Aranilla
4134,Tucuman,Arenilla
4134,Tucuman,Kilometro 99
4134,Tucuman,San Gabriel
4134,Tucuman,San Jose De Flores
4135,Tucuman,Caspinchango
4135,Tucuman,Duraznos Blancos
4135,Tucuman,El Mollar
4135,Tucuman,El Nogalar
4135,Tucuman,Finca Pereyra
4135,Tucuman,Ingeniero S Lucia
4135,Tucuman,Ingenio Santa Lucia
4135,Tucuman,La Ramadita
4135,Tucuman,Las Cienagas
4135,Tucuman,Los Rodriguez
4135,Tucuman,Negro Potrero
4135,Tucuman,Puesto La Ramadita
4135,Tucuman,Santa Elena
4135,Tucuman,Santa Lucia
4135,Tucuman,Santa Monica
4136,Tucuman,Nueva Baviera
4137,Tucuman,A Del Infiernillo
4137,Tucuman,Abra Baya
4137,Tucuman,Abra De La Picaza
4137,Tucuman,Abra De Yareta
4137,Tucuman,Aguada
4137,Tucuman,Alisos
4137,Tucuman,Alto Cazadera
4137,Tucuman,Alto De Anfama
4137,Tucuman,Alto De Los Reales
4137,Tucuman,Alto Del Huascho
4137,Tucuman,Alto Del Lampazo
4137,Tucuman,Alto Los Cardones
4137,Tucuman,Amaicha Del Valle
4137,Tucuman,Ampimpa
4137,Tucuman,Antama
4137,Tucuman,Antiguo Quilmes
4137,Tucuman,Banda
4137,Tucuman,C De Las Gallinas
4137,Tucuman,C De Los Cardones
4137,Tucuman,Campo Blanco
4137,Tucuman,Campo Zauzal
4137,Tucuman,Carapunco
4137,Tucuman,Casa De Campo
4137,Tucuman,Casa De Zinc
4137,Tucuman,Casas Viejas
4137,Tucuman,Cienaguita
4137,Tucuman,Corral Blanco
4137,Tucuman,Corral Grande
4137,Tucuman,E Cnel I Murga
4137,Tucuman,E Gob J M Silva
4137,Tucuman,E Manuela Pedraza
4137,Tucuman,El Antigal
4137,Tucuman,El Arqueal
4137,Tucuman,El Carmen
4137,Tucuman,El Casial
4137,Tucuman,El Casialito
4137,Tucuman,El Espinal
4137,Tucuman,El Infiernillo
4137,Tucuman,El Lamedero
4137,Tucuman,El Lamparazo
4137,Tucuman,El Molle
4137,Tucuman,El Molle Viejo
4137,Tucuman,El Pabellon
4137,Tucuman,El Payanal
4137,Tucuman,El Potrerillo
4137,Tucuman,El Pozo
4137,Tucuman,El Toro
4137,Tucuman,Espiadero
4137,Tucuman,Esquina Del Valle
4137,Tucuman,Fuerte Quemado
4137,Tucuman,La Angostura
4137,Tucuman,La Bolsa
4137,Tucuman,La Cienaga
4137,Tucuman,La Combada
4137,Tucuman,La Lagunita
4137,Tucuman,La Maravilla
4137,Tucuman,La Mesada
4137,Tucuman,La Puntilla
4137,Tucuman,La Queseria
4137,Tucuman,La Sala
4137,Tucuman,La Salamanca
4137,Tucuman,La Silla
4137,Tucuman,La Tranca
4137,Tucuman,Lamparcito
4137,Tucuman,Lara
4137,Tucuman,Las Bolsas
4137,Tucuman,Las Carreras
4137,Tucuman,Loma Redonda
4137,Tucuman,Los Bateones
4137,Tucuman,Los Colorados
4137,Tucuman,Los Cordones
4137,Tucuman,Los Corpitos
4137,Tucuman,Los Cuartos
4137,Tucuman,Los Pocitos
4137,Tucuman,Mesada De Encima
4137,Tucuman,Molle De Abajo
4137,Tucuman,Molle Yaco
4137,Tucuman,Nogalita
4137,Tucuman,P De Encalillo
4137,Tucuman,Palo Gacho
4137,Tucuman,Piedras Blancas
4137,Tucuman,Port De Las Animas
4137,Tucuman,Port De Tomas
4137,Tucuman,Puesto De Alumbre
4137,Tucuman,Puesto De Zarzo
4137,Tucuman,Puesto Viejo
4137,Tucuman,Rearte
4137,Tucuman,Rio Blanco
4137,Tucuman,S J De Chasquivil
4137,Tucuman,Salas
4137,Tucuman,San Carlitos
4137,Tucuman,San Francisco
4137,Tucuman,Tafi Del Valle
4137,Tucuman,Tio Punco
4137,Tucuman,Toro Yaco
4137,Tucuman,Zurita
4138,Catamarca,El Cruce
4139,Catamarca,A A La Hoyada
4139,Catamarca,A A Pta De Balasto
4139,Catamarca,Ampajango
4139,Tucuman,Andahuala
4139,Catamarca,Andalhuala
4139,Catamarca,Banda
4139,Catamarca,Buey Muerto
4139,Catamarca,Campitos
4139,Catamarca,Carpinchango
4139,Catamarca,Casa De Piedra
4139,Catamarca,Cerrillos
4139,Tucuman,Cerro Colorado
4139,Catamarca,Cienaga
4139,Catamarca,Corral Viejo
4139,Catamarca,El Arroyo
4139,Catamarca,El Balde
4139,Catamarca,El Cajon
4139,Catamarca,El Calchaqui
4139,Catamarca,El Cerrito
4139,Tucuman,El Derrumbe
4139,Catamarca,El Desmonte
4139,Catamarca,El Medanito
4139,Catamarca,El Recreo
4139,Catamarca,El Trapiche
4139,Catamarca,El Zarzo
4139,Catamarca,Entre Rios
4139,Catamarca,Estancia Vieja
4139,Catamarca,Famabalastro
4139,Catamarca,Famatanca
4139,Tucuman,Iapes
4139,Catamarca,Julipao
4139,Catamarca,La Campana
4139,Catamarca,La Hoyada
4139,Catamarca,La Loma
4139,Catamarca,La Ollada
4139,Catamarca,La Ovejeria
4139,Catamarca,La Puntilla
4139,Catamarca,La Quebrada
4139,Catamarca,La Soledad
4139,Catamarca,Las Mojarras
4139,Catamarca,Los Pozuelos
4139,Catamarca,Los Saltos
4139,Catamarca,Medanito
4139,Catamarca,Ovejeria
4139,Catamarca,Pajanguillo
4139,Catamarca,Palo Seco
4139,Catamarca,Paloma Yaco
4139,Catamarca,Pie Del Medano
4139,Catamarca,Punta De Balasto
4139,Catamarca,S Ant Del Cajon
4139,Catamarca,San Jose
4139,Catamarca,San Jose Banda
4139,Catamarca,San Jose Norte
4139,Catamarca,Santa Maria
4139,Catamarca,Toroyaco
4139,Catamarca,Totorilla
4139,Catamarca,Yapes
4140,Tucuman,Tafi Del Valle
4141,Catamarca,Agua Salada
4141,Catamarca,Anchillos
4141,Salta,Anjuana
4141,Salta,Calimonte
4141,Salta,Colalao Del Valle
4141,Catamarca,El Arbolar
4141,Salta,El Bañado
4141,Salta,El Carrizal
4141,Salta,El Paso
4141,Catamarca,Fuerte Quemado
4141,Salta,Julipao
4141,Salta,La Cieneguita
4141,Salta,Loma Colorada
4141,Salta,Macho Rastrojo
4141,Salta,Managua
4141,Catamarca,Pichao
4141,Salta,Puerta De Julipao
4141,Salta,Puesto De Julipao
4141,Salta,Quilmes
4141,Catamarca,Quisca Chica
4141,Salta,Quisca Grande
4141,Salta,Rincon De Quilmes
4141,Salta,Tala Paso
4141,Salta,Tio Franco
4141,Salta,Totorilla
4141,Salta,Totoritas
4141,Salta,Yasyamayo
4142,Tucuman,Alto De Leiva
4142,Tucuman,Alto Verde
4142,Tucuman,Aragones
4142,Tucuman,Aran
4142,Tucuman,B Zorrilla
4142,Salta,C Santa Catalina
4142,Tucuman,C Santa Marina
4142,Tucuman,Capitan Caceres
4142,Tucuman,Casa De Piedra
4142,Tucuman,Caspichango Viejo
4142,Tucuman,Chilcar
4142,Tucuman,Colonia 6
4142,Tucuman,Costilla
4142,Tucuman,E Fray M Esquiu
4142,Tucuman,E J Castellano
4142,Tucuman,E Manuel Borda
4142,Tucuman,E T De Tacuari
4142,Salta,El Cercado
4142,Tucuman,El Churquis
4142,Tucuman,El Huaico
4142,Salta,El Indio
4142,Tucuman,El Naranjal
4142,Tucuman,Fin Del Mundo
4142,Tucuman,Huasa Pampa
4142,Tucuman,Ibatin
4142,Tucuman,Isla San Jose
4142,Tucuman,Isla San Jose Sud
4142,Tucuman,Kilometro 93
4142,Tucuman,La Heladera
4142,Tucuman,La Quinta
4142,Tucuman,Las Pampitas
4142,Tucuman,Los Robles
4142,Tucuman,Los Sosa
4142,Tucuman,Monteros
4142,Tucuman,Monteros Viejo
4142,Tucuman,Oran
4142,Tucuman,Piedras Coloradas
4142,Tucuman,Pilco
4142,Tucuman,Playa Larga
4142,Tucuman,Puesto Los Robles
4142,Tucuman,Rancho De Cascada
4142,Tucuman,Rincon Grande
4142,Tucuman,Ruta Nacional 38
4142,Tucuman,Santa Catalina
4142,Tucuman,Santo Domingo
4142,Tucuman,V Nueva Aguilares
4142,Tucuman,Villa Brava
4142,Tucuman,Yacuchina
4142,Tucuman,Yonopongo
4142,Tucuman,Yunopongo Sud
4142,Tucuman,Zavalia
4143,Tucuman,Independencia
4143,Tucuman,Ingenio Santa Rosa
4143,Tucuman,Leon Rouges
4143,Tucuman,Los Moyes
4143,Tucuman,Los Reyes
4143,Tucuman,Los Rojos
4143,Tucuman,Santa Rosa
4144,Tucuman,Amberes
4144,Tucuman,La Florida
4144,Tucuman,Las Higuerillas
4144,Tucuman,Las Higueritas
4144,Tucuman,Quinteros 1
4144,Tucuman,Quinteros 2
4144,Tucuman,Villa Quinteros
4145,Tucuman,Ing La Providencia
4145,Tucuman,Rio Seco
4146,Tucuman,Barrio Belgrano
4146,Tucuman,Barrio Textil
4146,Tucuman,C De Chirimayo
4146,Tucuman,C S Ls Cochamolles
4146,Tucuman,Carreta Quemada
4146,Tucuman,Cochamolle
4146,Tucuman,Concepcion
4146,Tucuman,Cuesta De Chilca
4146,Tucuman,E Almirante Brown
4146,Tucuman,E Florencio Varela
4146,Tucuman,E G Lamadrid
4146,Tucuman,E M Dgo Bassail
4146,Tucuman,E Mercedes Pacheco
4146,Tucuman,El Potrero
4146,Tucuman,Escuela 115
4146,Tucuman,Escuela 118
4146,Tucuman,Escuela 168
4146,Tucuman,Escuela 17
4146,Tucuman,Escuela 18
4146,Tucuman,Escuela 186
4146,Tucuman,Escuela 19
4146,Tucuman,Escuela 234
4146,Tucuman,Escuela 239
4146,Tucuman,Escuela 268
4146,Tucuman,Escuela 365
4146,Tucuman,Escuela 387
4146,Tucuman,Escuela 6
4146,Tucuman,Escuela 65
4146,Tucuman,Escuela 85
4146,Tucuman,Escuela Gregoria Lamadrid
4146,Tucuman,Iltico
4146,Tucuman,Ingenio La Corona
4146,Tucuman,Ischillon
4146,Tucuman,Kilometro 66
4146,Tucuman,Las Cuevas
4146,Tucuman,Las Pavas
4146,Tucuman,Lescano
4146,Tucuman,Los Vega
4146,Tucuman,Membrillo
4146,Tucuman,Muyo
4146,Tucuman,Piedra Grande
4146,Tucuman,Saladillo
4146,Tucuman,San Carlos
4146,Tucuman,San Jose
4146,Tucuman,Villa Alvear
4146,Tucuman,Villa Devoto
4146,Tucuman,Yunca Suma
4147,Tucuman,Alto Las Lechuzas
4147,Tucuman,Arcadia
4147,Tucuman,C J J Iramain
4147,Tucuman,C P Leon Cornet
4147,Tucuman,Colonia Fara
4147,Tucuman,Gastonilla
4147,Tucuman,Las Faldas
4147,Tucuman,Los Timbres
4147,Tucuman,Villa Carolina
4147,Tucuman,Yalapa
4149,Tucuman,Alpachiri
4149,Tucuman,Belicha Huaico
4149,Tucuman,Cochuna
4149,Tucuman,Costa Del Rio Seco
4149,Tucuman,El Molino
4149,Tucuman,El Potrerillo
4149,Tucuman,El Puesto
4149,Tucuman,Gastona
4149,Tucuman,Java
4149,Tucuman,Jaya
4149,Tucuman,La Tuna
4149,Tucuman,Las Animas
4149,Tucuman,Las L Las Leguas
4149,Tucuman,Las Leguas
4149,Tucuman,P De Los Valdes
4149,Tucuman,S R Chicligasta
4149,Tucuman,San Ramon
4149,Tucuman,Santa Cruz
4149,Tucuman,Valenzuela
4150,Tucuman,Fuerte Quemado
4151,Tucuman,Bjo De Los Sueldos
4151,Tucuman,C Humaita Primera
4151,Tucuman,El Milagro
4151,Tucuman,El Palcara
4151,Tucuman,El Porvenir
4151,Tucuman,El Sauzal
4151,Tucuman,Finca Entre Rios
4151,Tucuman,Humaita 1
4151,Tucuman,Humaita 2
4151,Tucuman,Ing La Trinidad
4151,Tucuman,La Esperanza
4151,Tucuman,La Trinidad
4151,Tucuman,Las G Los Guchea
4151,Tucuman,Los Arrietas
4151,Tucuman,Los Guchea
4151,Tucuman,Molinos
4151,Tucuman,Rosario Oeste
4151,Tucuman,Trinidad
4151,Tucuman,Villa La Trinidad
4151,Tucuman,Yucumanita
4152,Tucuman,Aguilares
4152,Tucuman,Alto Las Flores
4152,Tucuman,Arroyo Barriento
4152,Tucuman,C Nueva Trinidad
4152,Tucuman,Colonia Marull
4152,Tucuman,Colonia Naschi
4152,Tucuman,E Alfonsina Storni
4152,Tucuman,E C Pellegrini
4152,Tucuman,E Domingo Garcia
4152,Tucuman,E Luis Gianneo
4152,Tucuman,El Cebil
4152,Tucuman,Escuela 137
4152,Tucuman,Escuela 140
4152,Tucuman,Escuela 176
4152,Tucuman,Escuela 21
4152,Tucuman,Escuela 264
4152,Tucuman,Escuela 274
4152,Tucuman,Escuela 279
4152,Tucuman,Escuela 280
4152,Tucuman,Escuela 287
4152,Tucuman,Escuela 288
4152,Tucuman,Escuela 289
4152,Tucuman,Escuela 320
4152,Tucuman,Escuela 64
4152,Tucuman,Escuela 66
4152,Tucuman,Escuela 67
4152,Tucuman,Huasa Rincon
4152,Tucuman,Ing Mercedes
4152,Tucuman,Kilometro 1455
4152,Tucuman,Los Callejones
4152,Tucuman,Los Ocho Cuartos
4152,Tucuman,Mercedes
4152,Tucuman,Monte Redondo
4152,Tucuman,Monte Rico
4152,Tucuman,Moras Minucas
4152,Tucuman,Multiflores
4152,Tucuman,Nasche
4152,Tucuman,P De Las Cabras
4152,Tucuman,Rincon Huasa
4152,Tucuman,San Miguel
4152,Tucuman,Santa Isabel
4152,Tucuman,Santa Rosa
4153,Tucuman,Alto Verde
4153,Tucuman,C De La Chilca
4153,Tucuman,Cortaderas
4153,Tucuman,El Ceibal
4153,Tucuman,Rio Chico
4154,Salta,Tolombon
4155,Tucuman,Cevil Grande
4155,Tucuman,Chavarria
4155,Tucuman,El Rodeo
4155,Tucuman,Ingenio Santa Ana
4155,Tucuman,Kilometro 55
4155,Tucuman,Las Tuscas Tuscal
4155,Tucuman,Los Lunas
4155,Tucuman,Santa Ana
4155,Tucuman,Tuscal
4155,Tucuman,V Clodomiro H
4155,Tucuman,V Vieja Santa Ana
4156,Tucuman,Soldado Maldonado
4157,Tucuman,Arroyo Mal Paso
4157,Tucuman,Cevil Solo
4157,Tucuman,El Carmen
4157,Tucuman,El Rincon
4157,Tucuman,El Tuscal
4157,Tucuman,Falda De Arcadia
4157,Tucuman,Ingenio S Barbara
4157,Tucuman,La Tapia
4157,Tucuman,La Tipa
4157,Tucuman,Los Agudos
4157,Tucuman,Los Cordoba
4157,Tucuman,Los Galpones
4157,Tucuman,Los Rios
4157,Tucuman,Los Rizos
4157,Tucuman,Los Sarmientos
4157,Tucuman,Mal Paso
4157,Tucuman,Maria Blanca
4157,Tucuman,Monte Bello
4157,Tucuman,Nueva Trinidad
4157,Tucuman,Posta
4158,Tucuman,Alberdi
4158,Tucuman,Campo De Talamayo
4158,Tucuman,Casa De Piedras
4158,Tucuman,Dique Escaba
4158,Tucuman,El Batiruano
4158,Tucuman,El Churqui
4158,Tucuman,El Corralito
4158,Tucuman,El Divisadero
4158,Tucuman,El Lamedero
4158,Tucuman,El Molino
4158,Tucuman,Escaba
4158,Tucuman,Escaba De Abajo
4158,Tucuman,Escaba De Arriba
4158,Tucuman,Escuela 138
4158,Tucuman,Escuela 190
4158,Tucuman,Escuela 26
4158,Tucuman,Escuela 263
4158,Tucuman,Escuela 267
4158,Tucuman,Escuela 307
4158,Tucuman,Escuela 318
4158,Tucuman,Escuela 328
4158,Tucuman,Escuela 352
4158,Tucuman,Escuela 376
4158,Tucuman,Escuela 69
4158,Tucuman,Escuela V Generala
4158,Tucuman,Fuerte Alto
4158,Tucuman,Ingenio Marapa
4158,Tucuman,Kilometro 36
4158,Tucuman,Kilometro 46
4158,Tucuman,La Calera - Tucuman
4158,Tucuman,La Invernada
4158,Tucuman,La P De Marapa
4158,Tucuman,Las Tablitas
4158,Tucuman,Los Alamitos
4158,Tucuman,Los Alisos
4158,Tucuman,Los Arroyo
4158,Tucuman,Los Guayacanes
4158,Tucuman,Marapa
4158,Tucuman,Naranjo Esquina
4158,Tucuman,R Provincial 308
4158,Tucuman,Ruta Nacional 38
4158,Tucuman,Talamuyo
4158,Tucuman,Ucuchacra
4158,Tucuman,V Alberdi Estacion
4158,Tucuman,Villa Alberdi
4158,Tucuman,Villa Belgrano
4158,Tucuman,Yaminas
4158,Tucuman,Yanimas
4158,Tucuman,Yaquilo
4159,Tucuman,Alto El Puesto
4159,Tucuman,Campo Bello
4159,Tucuman,Campo Grande
4159,Tucuman,Escobas
4159,Tucuman,Gramajos
4159,Tucuman,Graneros
4159,Tucuman,Los Diaz
4159,Tucuman,Los Gramajo
4159,Tucuman,Los Gramajos
4159,Tucuman,Pampa Larga
4159,Tucuman,Taco Rodeo
4159,Tucuman,Ympas
4159,Tucuman,Zapallar
4160,Tucuman,Capitan Caceres
4161,Tucuman,Alongo
4161,Tucuman,Campo La Cruz
4161,Tucuman,Dolavon
4161,Tucuman,Domingo Millan
4161,Tucuman,Donato Alvarez
4161,Tucuman,El Nogal
4161,Tucuman,El Polear
4161,Tucuman,J. B. Alberdi
4161,Tucuman,Juan Bautista Alberdi
4161,Tucuman,Kilometro 10 Fcgb
4161,Tucuman,Los Bajos
4161,Tucuman,Los Tres Bajos
4161,Tucuman,Nueva Esquina
4161,Tucuman,Palo Blanco
4161,Tucuman,Sacrificio
4161,Tucuman,San Francisco
4162,Tucuman,Batiruana
4162,Tucuman,Cajas Viejas
4162,Tucuman,Casa Vieja
4162,Tucuman,E J V Gonzalez
4162,Tucuman,E Mario Bravo
4162,Tucuman,E Olegario Andrade
4162,Tucuman,E Pedro Medrano
4162,Tucuman,El Colcolar
4162,Tucuman,El Duraznito
4162,Tucuman,El Jardin
4162,Tucuman,El Pila
4162,Tucuman,El Porvenir
4162,Tucuman,Huacra
4162,Tucuman,Huasa Pampa Sur
4162,Tucuman,La Cocha
4162,Tucuman,La Huerta
4162,Tucuman,La Posta
4162,Tucuman,Las Cejas
4162,Tucuman,Loa Diaz
4162,Tucuman,Los Mistoles
4162,Tucuman,Los Pizarro
4162,Tucuman,Mistol
4162,Tucuman,Monte Grande
4162,Tucuman,Monte Redomon
4162,Tucuman,Monte Redondo
4162,Tucuman,Ponzacon
4162,Tucuman,Potrerillos
4162,Tucuman,Pozo Cavado
4162,Tucuman,Puesto Los Robles
4162,Tucuman,R Provincial 334
4162,Tucuman,Retiro
4162,Tucuman,Ruta Nacional 38
4162,Tucuman,Ruta Nacional 64
4162,Tucuman,Sauce Seco
4162,Tucuman,Sauce Yaco
4162,Tucuman,Sauce Yacu
4162,Tucuman,Tata Yacu
4162,Tucuman,Villa Nueva
4163,Tucuman,Huasa Pampa
4163,Tucuman,Huasa Pampa Norte
4163,Tucuman,La Lagunilla
4163,Tucuman,Puesto Nuevo
4163,Tucuman,Romerello
4163,Tucuman,S Jose De La Cocha
4163,Tucuman,San Jose
4164,Tucuman,Bajastine
4164,Tucuman,El Bajo
4164,Tucuman,El Suncho
4164,Tucuman,Pueblo Nuevo
4164,Tucuman,Pueblo Viejo
4164,Tucuman,Puerta Grande
4164,Tucuman,Rumi Punco
4164,Tucuman,Suncho Punta
4165,Tucuman,Sargento Moya
4166,Tucuman,El Arenal
4166,Tucuman,Entre Rios
4166,Tucuman,Kilometro 1220
4166,Tucuman,Kilometro 1235
4166,Tucuman,Kilometro 1248
4166,Tucuman,Kilometro 1256
4166,Tucuman,Kilometro 5
4166,Tucuman,M Garcia Fernandez
4166,Tucuman,Manchala
4166,Tucuman,Manuel Garcia
4166,Tucuman,Manuela Pedraza
4166,Tucuman,P El Manantial
4166,Tucuman,R. De Balderrama
4166,Tucuman,Rio Lules
4166,Tucuman,San Felipe
4166,Tucuman,San Ramon
4167,Tucuman,Medina
4168,Tucuman,Agua Blanca
4168,Tucuman,Agua Dulce
4168,Tucuman,Agua Salada
4168,Tucuman,Amaicha Del Llano
4168,Tucuman,Anegados
4168,Tucuman,Bella Vista
4168,Tucuman,Buena Vista Oeste
4168,Tucuman,Cachi Huasi
4168,Tucuman,Cachiyaco
4168,Tucuman,Camas Amontonadas
4168,Tucuman,Campana
4168,Tucuman,Campo Azul
4168,Tucuman,Campo Redondo
4168,Tucuman,Candelillal
4168,Tucuman,Carancho Pozo
4168,Tucuman,Cevilarcito
4168,Tucuman,Colonia El Sunchal
4168,Tucuman,Colonia Sobrecasa
4168,Tucuman,E A Heredia
4168,Tucuman,E Angel Padilla
4168,Tucuman,E B De Tucuman
4168,Tucuman,E Cacique Manamico
4168,Tucuman,E Estanio Zeballos
4168,Tucuman,E G Miguel Nogu
4168,Tucuman,E Ignacio Bas
4168,Tucuman,E La Asuncion
4168,Tucuman,E La Princesa
4168,Tucuman,E M De Pueyrredon
4168,Tucuman,E P De Mendoza
4168,Tucuman,E Pedro Echeverry
4168,Tucuman,El Aguilar
4168,Tucuman,El Atacat
4168,Tucuman,El Castoral
4168,Tucuman,El Ceibal
4168,Tucuman,El Cortaderal
4168,Tucuman,El Moyar
4168,Tucuman,Escuela 1
4168,Tucuman,Escuela 1 Junta
4168,Tucuman,Escuela 102
4168,Tucuman,Escuela 103
4168,Tucuman,Escuela 104
4168,Tucuman,Escuela 105
4168,Tucuman,Escuela 11
4168,Tucuman,Escuela 114
4168,Tucuman,Escuela 132
4168,Tucuman,Escuela 145
4168,Tucuman,Escuela 146
4168,Tucuman,Escuela 147
4168,Tucuman,Escuela 153
4168,Tucuman,Escuela 156
4168,Tucuman,Escuela 157
4168,Tucuman,Escuela 174
4168,Tucuman,Escuela 175
4168,Tucuman,Escuela 185
4168,Tucuman,Escuela 192
4168,Tucuman,Escuela 194
4168,Tucuman,Escuela 195
4168,Tucuman,Escuela 207
4168,Tucuman,Escuela 209
4168,Tucuman,Escuela 224
4168,Tucuman,Escuela 226
4168,Tucuman,Escuela 227
4168,Tucuman,Escuela 229
4168,Tucuman,Escuela 231
4168,Tucuman,Escuela 232
4168,Tucuman,Escuela 235
4168,Tucuman,Escuela 238
4168,Tucuman,Escuela 25 De Mayo
4168,Tucuman,Escuela 27
4168,Tucuman,Escuela 272
4168,Tucuman,Escuela 273
4168,Tucuman,Escuela 293
4168,Tucuman,Escuela 323
4168,Tucuman,Escuela 354
4168,Tucuman,Escuela 364
4168,Tucuman,Escuela 370
4168,Tucuman,Escuela 52
4168,Tucuman,Escuela 77
4168,Tucuman,Escuela 78
4168,Tucuman,Escuela 79
4168,Tucuman,Escuela 80
4168,Tucuman,Escuela 81
4168,Tucuman,Escuela 82
4168,Tucuman,Escuela Granillo
4168,Tucuman,Escuela R Rojas
4168,Tucuman,Finca Araoz
4168,Tucuman,Finca Los Llanos
4168,Tucuman,Finca Tinta
4168,Tucuman,Finca Tulio
4168,Tucuman,Ingenio B Vista
4168,Tucuman,Kilometro 1231
4168,Tucuman,Kilometro 1240
4168,Tucuman,Kilometro 1244
4168,Tucuman,Kilometro 1260
4168,Tucuman,Kilometro 35
4168,Tucuman,La Donosa
4168,Tucuman,La Isla
4168,Tucuman,La Princesa
4168,Tucuman,Las Barrancas
4168,Tucuman,Las Juntas
4168,Tucuman,Las Pirvas
4168,Tucuman,Los Agudos
4168,Tucuman,Los Decima
4168,Tucuman,Los Pocitos
4168,Tucuman,Los Valdes
4168,Tucuman,Maria Elena
4168,Tucuman,Molle Pozo
4168,Tucuman,P De Bombeo De Ypf
4168,Tucuman,Paja Blanca
4168,Tucuman,Potrero Grande
4168,Tucuman,Puertas Grandes
4168,Tucuman,R Provincial 302
4168,Tucuman,R Provincial 306
4168,Tucuman,R Provincial 320
4168,Tucuman,R Provincial 323
4168,Tucuman,R Provincial 366
4168,Tucuman,R Provincial 374
4168,Tucuman,R Provincial 375
4168,Tucuman,Ruta Nacional 157
4168,Tucuman,Ruta Nacional 9
4168,Tucuman,Talilar
4168,Tucuman,Vizcachera
4168,Tucuman,Yangallo
4171,Tucuman,San Ignacio
4172,Tucuman,Agua De Castilla
4172,Tucuman,Atahona
4172,Tucuman,Balderrama
4172,Tucuman,Buena Vista
4172,Tucuman,Campo Volante
4172,Tucuman,Castillas
4172,Tucuman,Cejas De Aroca
4172,Tucuman,Chicligasta
4172,Tucuman,Chilcar
4172,Tucuman,Ciudacita
4172,Tucuman,E Agueda De Posse
4172,Tucuman,E Araoz Alfaro
4172,Tucuman,E Cnel Geronimo H
4172,Tucuman,E Corn Saavedra
4172,Tucuman,E Lopez Y Planes
4172,Tucuman,El Chilcar
4172,Tucuman,El Jardin
4172,Tucuman,El Polear
4172,Tucuman,El Tobar
4172,Tucuman,Escuela 116
4172,Tucuman,Escuela 126
4172,Tucuman,Escuela 129
4172,Tucuman,Escuela 131
4172,Tucuman,Escuela 133
4172,Tucuman,Escuela 134
4172,Tucuman,Escuela 15
4172,Tucuman,Escuela 16
4172,Tucuman,Escuela 162
4172,Tucuman,Escuela 183
4172,Tucuman,Escuela 193
4172,Tucuman,Escuela 198
4172,Tucuman,Escuela 199
4172,Tucuman,Escuela 20
4172,Tucuman,Escuela 201
4172,Tucuman,Escuela 203
4172,Tucuman,Escuela 237
